04-01-2021;23 ;274,87
05-01-2021;00 ;279,69
05-01-2021;01 ;276,06
05-01-2021;02 ;272,34
05-01-2021;03 ;272,95
05-01-2021;04 ;279,48
05-01-2021;05 ;299,8
05-01-2021;06 ;359,84
05-01-2021;07 ;539,46
05-01-2021;08 ;603,42
05-01-2021;09 ;604,63
05-01-2021;10 ;615,29
05-01-2021;11 ;628,16
05-01-2021;12 ;618,3
05-01-2021;13 ;626,45
05-01-2021;14 ;623,94
05-01-2021;15 ;628,66
05-01-2021;16 ;646,26
05-01-2021;17 ;659,74
05-01-2021;18 ;604,73
05-01-2021;19 ;549,72
05-01-2021;20 ;410,12
05-01-2021;21 ;398,26
05-01-2021;22 ;322,43
05-01-2021;23 ;293,76
06-01-2021;00 ;300,31
06-01-2021;01 ;289,13
06-01-2021;02 ;282,99
06-01-2021;03 ;281,68
06-01-2021;04 ;283,5
06-01-2021;05 ;291,95
06-01-2021;06 ;309,27
06-01-2021;07 ;357,79
06-01-2021;08 ;394,44
06-01-2021;09 ;421,62
06-01-2021;10 ;463,8
06-01-2021;11 ;455,75
06-01-2021;12 ;465,21
06-01-2021;13 ;476,69
06-01-2021;14 ;516,55
06-01-2021;15 ;552,69
06-01-2021;16 ;587,93
06-01-2021;17 ;603,33
06-01-2021;18 ;560,45
06-01-2021;19 ;505,88
06-01-2021;20 ;401,08
06-01-2021;21 ;401,99
06-01-2021;22 ;389,6
06-01-2021;23 ;327,19
07-01-2021;00 ;433,44
07-01-2021;01 ;411,5
07-01-2021;02 ;394,3
07-01-2021;03 ;400,23
07-01-2021;04 ;415,33
07-01-2021;05 ;458,19
07-01-2021;06 ;563,13
07-01-2021;07 ;682,15
07-01-2021;08 ;849,47
07-01-2021;09 ;843,73
07-01-2021;10 ;829,45
07-01-2021;11 ;865,16
07-01-2021;12 ;852,28
07-01-2021;13 ;827,94
07-01-2021;14 ;791,01
07-01-2021;15 ;820,69
07-01-2021;16 ;902,29
07-01-2021;17 ;1005,21
07-01-2021;18 ;851,38
07-01-2021;19 ;782,66
07-01-2021;20 ;655,99
07-01-2021;21 ;596,93
07-01-2021;22 ;586,17
07-01-2021;23 ;513,02
08-01-2021;00 ;496,67
08-01-2021;01 ;477,24
08-01-2021;02 ;461,12
08-01-2021;03 ;448,33
08-01-2021;04 ;460,21
08-01-2021;05 ;506,95
08-01-2021;06 ;601,43
08-01-2021;07 ;801,37
08-01-2021;08 ;1042,91
08-01-2021;09 ;1085,82
08-01-2021;10 ;1080,98
08-01-2021;11 ;1050,16
08-01-2021;12 ;1006,34
08-01-2021;13 ;959,61
08-01-2021;14 ;933,92
08-01-2021;15 ;961,12
08-01-2021;16 ;956,89
08-01-2021;17 ;1107,98
08-01-2021;18 ;1006,75
08-01-2021;19 ;807,01
08-01-2021;20 ;619,26
08-01-2021;21 ;598,61
08-01-2021;22 ;566,28
08-01-2021;23 ;508,46
09-01-2021;00 ;478,56
09-01-2021;01 ;473,13
09-01-2021;02 ;467,5
09-01-2021;03 ;479,46
09-01-2021;04 ;483,19
09-01-2021;05 ;480,47
09-01-2021;06 ;485,4
09-01-2021;07 ;524,63
09-01-2021;08 ;584,47
09-01-2021;09 ;650,55
09-01-2021;10 ;659,91
09-01-2021;11 ;662,72
09-01-2021;12 ;653,47
09-01-2021;13 ;609,01
09-01-2021;14 ;584,77
09-01-2021;15 ;603,48
09-01-2021;16 ;631,44
09-01-2021;17 ;703,26
09-01-2021;18 ;700,94
09-01-2021;19 ;661,51
09-01-2021;20 ;502,2
09-01-2021;21 ;482,28
09-01-2021;22 ;437,22
09-01-2021;23 ;368,53
10-01-2021;00 ;391,38
10-01-2021;01 ;362,46
10-01-2021;02 ;346,13
10-01-2021;03 ;341,3
10-01-2021;04 ;341
10-01-2021;05 ;344,72
10-01-2021;06 ;342,91
10-01-2021;07 ;378,98
10-01-2021;08 ;393,9
10-01-2021;09 ;410,73
10-01-2021;10 ;444,99
10-01-2021;11 ;456,88
10-01-2021;12 ;451,03
10-01-2021;13 ;446,8
10-01-2021;14 ;457,99
10-01-2021;15 ;470,28
10-01-2021;16 ;511,09
10-01-2021;17 ;553,71
10-01-2021;18 ;537,49
10-01-2021;19 ;497,69
10-01-2021;20 ;467,86
10-01-2021;21 ;448,31
10-01-2021;22 ;403,77
10-01-2021;23 ;361,55
11-01-2021;00 ;409,11
11-01-2021;01 ;398,94
11-01-2021;02 ;380,7
11-01-2021;03 ;357,02
11-01-2021;04 ;375,76
11-01-2021;05 ;417,28
11-01-2021;06 ;431,08
11-01-2021;07 ;507,26
11-01-2021;08 ;576,89
11-01-2021;09 ;500,01
11-01-2021;10 ;479,35
11-01-2021;11 ;449,82
11-01-2021;12 ;436,62
11-01-2021;13 ;429,37
11-01-2021;14 ;423,73
11-01-2021;15 ;426,35
11-01-2021;16 ;436,12
11-01-2021;17 ;453,25
11-01-2021;18 ;432,59
11-01-2021;19 ;400,15
11-01-2021;20 ;373,95
11-01-2021;21 ;345,03
11-01-2021;22 ;334,65
11-01-2021;23 ;276
12-01-2021;00 ;195,48
12-01-2021;01 ;159,16
12-01-2021;02 ;191,15
12-01-2021;03 ;242,87
12-01-2021;04 ;271,64
12-01-2021;05 ;352,43
12-01-2021;06 ;403,84
12-01-2021;07 ;548,41
12-01-2021;08 ;610,08
12-01-2021;09 ;552,94
12-01-2021;10 ;568,43
12-01-2021;11 ;556,76
12-01-2021;12 ;504,04
12-01-2021;13 ;483,42
12-01-2021;14 ;483,32
12-01-2021;15 ;523,26
12-01-2021;16 ;614,31
12-01-2021;17 ;645,09
12-01-2021;18 ;607,67
12-01-2021;19 ;507,56
12-01-2021;20 ;420,44
12-01-2021;21 ;409,57
12-01-2021;22 ;379,79
12-01-2021;23 ;348,3
13-01-2021;00 ;332,76
13-01-2021;01 ;326,72
13-01-2021;02 ;318,15
13-01-2021;03 ;310,7
13-01-2021;04 ;319,16
13-01-2021;05 ;370,84
13-01-2021;06 ;421,82
13-01-2021;07 ;465,54
13-01-2021;08 ;565,58
13-01-2021;09 ;480,65
13-01-2021;10 ;465,74
13-01-2021;11 ;441,46
13-01-2021;12 ;415,27
13-01-2021;13 ;403,38
13-01-2021;14 ;397,64
13-01-2021;15 ;414,77
13-01-2021;16 ;462,52
13-01-2021;17 ;559,03
13-01-2021;18 ;549,16
13-01-2021;19 ;484,58
13-01-2021;20 ;474,91
13-01-2021;21 ;411,85
13-01-2021;22 ;403,18
13-01-2021;23 ;383,13
14-01-2021;00 ;378,09
14-01-2021;01 ;374,14
14-01-2021;02 ;374,85
14-01-2021;03 ;399,78
14-01-2021;04 ;427,35
14-01-2021;05 ;459,59
14-01-2021;06 ;557,3
14-01-2021;07 ;824,5
14-01-2021;08 ;922,42
14-01-2021;09 ;904,89
14-01-2021;10 ;908,53
14-01-2021;11 ;922,93
14-01-2021;12 ;901,24
14-01-2021;13 ;904,58
14-01-2021;14 ;872,14
14-01-2021;15 ;924,55
14-01-2021;16 ;1013,04
14-01-2021;17 ;1045,48
14-01-2021;18 ;936,41
14-01-2021;19 ;888,97
14-01-2021;20 ;755,98
14-01-2021;21 ;635,96
14-01-2021;22 ;606,37
14-01-2021;23 ;563,59
15-01-2021;00 ;495,73
15-01-2021;01 ;480,65
15-01-2021;02 ;467,79
15-01-2021;03 ;458,48
15-01-2021;04 ;470,22
15-01-2021;05 ;504,73
15-01-2021;06 ;637,32
15-01-2021;07 ;808,26
15-01-2021;08 ;978,09
15-01-2021;09 ;1013,72
15-01-2021;10 ;1011,49
15-01-2021;11 ;901,88
15-01-2021;12 ;821,83
15-01-2021;13 ;794,7
15-01-2021;14 ;799,96
15-01-2021;15 ;798,24
15-01-2021;16 ;850,37
15-01-2021;17 ;1007,04
15-01-2021;18 ;992,06
15-01-2021;19 ;961,6
15-01-2021;20 ;781,34
15-01-2021;21 ;679,93
15-01-2021;22 ;633,78
15-01-2021;23 ;543,5
16-01-2021;00 ;537,57
16-01-2021;01 ;522,99
16-01-2021;02 ;505,07
16-01-2021;03 ;490,59
16-01-2021;04 ;486,94
16-01-2021;05 ;479,45
16-01-2021;06 ;486,03
16-01-2021;07 ;520,76
16-01-2021;08 ;597,11
16-01-2021;09 ;647,64
16-01-2021;10 ;625,67
16-01-2021;11 ;629,11
16-01-2021;12 ;549,22
16-01-2021;13 ;497,07
16-01-2021;14 ;501,02
16-01-2021;15 ;512,87
16-01-2021;16 ;598,63
16-01-2021;17 ;658,27
16-01-2021;18 ;672,35
16-01-2021;19 ;645,61
16-01-2021;20 ;581,92
16-01-2021;21 ;536,46
16-01-2021;22 ;525,73
16-01-2021;23 ;487,75
17-01-2021;00 ;471,9
17-01-2021;01 ;454,95
17-01-2021;02 ;456,67
17-01-2021;03 ;456,57
17-01-2021;04 ;450,48
17-01-2021;05 ;449,97
17-01-2021;06 ;460,22
17-01-2021;07 ;472
17-01-2021;08 ;481,13
17-01-2021;09 ;519
17-01-2021;10 ;555,74
17-01-2021;11 ;589,54
17-01-2021;12 ;554,01
17-01-2021;13 ;536,15
17-01-2021;14 ;507,02
17-01-2021;15 ;542,85
17-01-2021;16 ;615,12
17-01-2021;17 ;680,59
17-01-2021;18 ;730,84
17-01-2021;19 ;688
17-01-2021;20 ;633,9
17-01-2021;21 ;563,96
17-01-2021;22 ;529,15
17-01-2021;23 ;476,06
18-01-2021;00 ;445,1
18-01-2021;01 ;450,38
18-01-2021;02 ;447,94
18-01-2021;03 ;451,39
18-01-2021;04 ;455,05
18-01-2021;05 ;471,19
18-01-2021;06 ;545,28
18-01-2021;07 ;756,52
18-01-2021;08 ;801,08
18-01-2021;09 ;767,89
18-01-2021;10 ;731,14
18-01-2021;11 ;673,89
18-01-2021;12 ;609,64
18-01-2021;13 ;585,68
18-01-2021;14 ;603,04
18-01-2021;15 ;582,54
18-01-2021;16 ;553,61
18-01-2021;17 ;608,42
18-01-2021;18 ;559,09
18-01-2021;19 ;521,94
18-01-2021;20 ;476,77
18-01-2021;21 ;463,17
18-01-2021;22 ;435,96
18-01-2021;23 ;383,99
19-01-2021;00 ;373,16
19-01-2021;01 ;364,93
19-01-2021;02 ;352,75
19-01-2021;03 ;365,14
19-01-2021;04 ;372,65
19-01-2021;05 ;387,27
19-01-2021;06 ;422,3
19-01-2021;07 ;473,99
19-01-2021;08 ;573,7
19-01-2021;09 ;553,39
19-01-2021;10 ;535,42
19-01-2021;11 ;553,39
19-01-2021;12 ;530,14
19-01-2021;13 ;529,12
19-01-2021;14 ;531,76
19-01-2021;15 ;521,31
19-01-2021;16 ;526,89
19-01-2021;17 ;569,03
19-01-2021;18 ;535,62
19-01-2021;19 ;460,89
19-01-2021;20 ;420,48
19-01-2021;21 ;403,62
19-01-2021;22 ;372,25
19-01-2021;23 ;317,11
20-01-2021;00 ;306,28
20-01-2021;01 ;286,79
20-01-2021;02 ;275,38
20-01-2021;03 ;270,33
20-01-2021;04 ;291,33
20-01-2021;05 ;322,23
20-01-2021;06 ;360,51
20-01-2021;07 ;394,03
20-01-2021;08 ;416,55
20-01-2021;09 ;392,82
20-01-2021;10 ;383,83
20-01-2021;11 ;383,23
20-01-2021;12 ;382,92
20-01-2021;13 ;372,02
20-01-2021;14 ;371,61
20-01-2021;15 ;383,63
20-01-2021;16 ;397,16
20-01-2021;17 ;459,57
20-01-2021;18 ;408,07
20-01-2021;19 ;395,14
20-01-2021;20 ;360,4
20-01-2021;21 ;325,06
20-01-2021;22 ;297,8
20-01-2021;23 ;255,48
21-01-2021;00 ;252,14
21-01-2021;01 ;218,05
21-01-2021;02 ;211,55
21-01-2021;03 ;202,63
21-01-2021;04 ;218,25
21-01-2021;05 ;249,4
21-01-2021;06 ;278,72
21-01-2021;07 ;358,37
21-01-2021;08 ;377,75
21-01-2021;09 ;358,07
21-01-2021;10 ;334,94
21-01-2021;11 ;338,69
21-01-2021;12 ;341,84
21-01-2021;13 ;358,58
21-01-2021;14 ;367,51
21-01-2021;15 ;371,46
21-01-2021;16 ;384,86
21-01-2021;17 ;400,99
21-01-2021;18 ;377,65
21-01-2021;19 ;362,33
21-01-2021;20 ;324,79
21-01-2021;21 ;305,21
21-01-2021;22 ;278,32
21-01-2021;23 ;244,43
22-01-2021;00 ;125,71
22-01-2021;01 ;140,56
22-01-2021;02 ;111,88
22-01-2021;03 ;119,15
22-01-2021;04 ;196,7
22-01-2021;05 ;271,93
22-01-2021;06 ;317,57
22-01-2021;07 ;371,18
22-01-2021;08 ;419,15
22-01-2021;09 ;400,06
22-01-2021;10 ;389,97
22-01-2021;11 ;378,25
22-01-2021;12 ;367,45
22-01-2021;13 ;361,79
22-01-2021;14 ;356,14
22-01-2021;15 ;355,23
22-01-2021;16 ;360,58
22-01-2021;17 ;365,73
22-01-2021;18 ;358,16
22-01-2021;19 ;336,75
22-01-2021;20 ;296,16
22-01-2021;21 ;281,01
22-01-2021;22 ;270,31
22-01-2021;23 ;256,48
23-01-2021;00 ;260,81
23-01-2021;01 ;251,93
23-01-2021;02 ;251,63
23-01-2021;03 ;262,43
23-01-2021;04 ;274,43
23-01-2021;05 ;306,42
23-01-2021;06 ;311,46
23-01-2021;07 ;341,33
23-01-2021;08 ;358,18
23-01-2021;09 ;365,24
23-01-2021;10 ;376,64
23-01-2021;11 ;380,88
23-01-2021;12 ;382,29
23-01-2021;13 ;383,2
23-01-2021;14 ;385,52
23-01-2021;15 ;400,25
23-01-2021;16 ;569,96
23-01-2021;17 ;621,31
23-01-2021;18 ;635,94
23-01-2021;19 ;581,76
23-01-2021;20 ;413,77
23-01-2021;21 ;393,89
23-01-2021;22 ;377,15
23-01-2021;23 ;368,06
24-01-2021;00 ;381,07
24-01-2021;01 ;381,47
24-01-2021;02 ;380,56
24-01-2021;03 ;381,17
24-01-2021;04 ;383,58
24-01-2021;05 ;389,82
24-01-2021;06 ;395,96
24-01-2021;07 ;409,14
24-01-2021;08 ;448,28
24-01-2021;09 ;492,96
24-01-2021;10 ;517,62
24-01-2021;11 ;546,8
24-01-2021;12 ;521,84
24-01-2021;13 ;462,77
24-01-2021;14 ;446,17
24-01-2021;15 ;462,17
24-01-2021;16 ;523,25
24-01-2021;17 ;623,67
24-01-2021;18 ;654,06
24-01-2021;19 ;633,03
24-01-2021;20 ;596,71
24-01-2021;21 ;552,43
24-01-2021;22 ;522,24
24-01-2021;23 ;443,35
25-01-2021;00 ;457,84
25-01-2021;01 ;420,21
25-01-2021;02 ;414,78
25-01-2021;03 ;408,14
25-01-2021;04 ;416,19
25-01-2021;05 ;459,45
25-01-2021;06 ;623,37
25-01-2021;07 ;704,38
25-01-2021;08 ;760,93
25-01-2021;09 ;801,68
25-01-2021;10 ;754,18
25-01-2021;11 ;726,51
25-01-2021;12 ;694,51
25-01-2021;13 ;674,19
25-01-2021;14 ;663,22
25-01-2021;15 ;664,23
25-01-2021;16 ;677,71
25-01-2021;17 ;739,19
25-01-2021;18 ;719,47
25-01-2021;19 ;654,77
25-01-2021;20 ;629,11
25-01-2021;21 ;556,05
25-01-2021;22 ;504,33
25-01-2021;23 ;407,93
26-01-2021;00 ;428,61
26-01-2021;01 ;425,99
26-01-2021;02 ;424,78
26-01-2021;03 ;420,55
26-01-2021;04 ;443,6
26-01-2021;05 ;501,28
26-01-2021;06 ;589,46
26-01-2021;07 ;712,16
26-01-2021;08 ;744,37
26-01-2021;09 ;722,03
26-01-2021;10 ;743,97
26-01-2021;11 ;724,74
26-01-2021;12 ;704,61
26-01-2021;13 ;663,44
26-01-2021;14 ;667,67
26-01-2021;15 ;685,99
26-01-2021;16 ;692,03
26-01-2021;17 ;742,16
26-01-2021;18 ;708,24
26-01-2021;19 ;635,66
26-01-2021;20 ;608,89
26-01-2021;21 ;552,92
26-01-2021;22 ;513,86
26-01-2021;23 ;453,27
27-01-2021;00 ;460,67
27-01-2021;01 ;443,94
27-01-2021;02 ;429,52
27-01-2021;03 ;419,14
27-01-2021;04 ;425,39
27-01-2021;05 ;453,61
27-01-2021;06 ;516,62
27-01-2021;07 ;625,38
27-01-2021;08 ;673,26
27-01-2021;09 ;666,51
27-01-2021;10 ;659,96
27-01-2021;11 ;664,69
27-01-2021;12 ;663,08
27-01-2021;13 ;660,66
27-01-2021;14 ;663,69
27-01-2021;15 ;666,91
27-01-2021;16 ;666,61
27-01-2021;17 ;704,11
27-01-2021;18 ;710,46
27-01-2021;19 ;645,04
27-01-2021;20 ;601,19
27-01-2021;21 ;561,98
27-01-2021;22 ;535,26
27-01-2021;23 ;487,79
28-01-2021;00 ;473,4
28-01-2021;01 ;453,81
28-01-2021;02 ;442,7
28-01-2021;03 ;428,25
28-01-2021;04 ;440,78
28-01-2021;05 ;448,55
28-01-2021;06 ;540,57
28-01-2021;07 ;689,14
28-01-2021;08 ;732,47
28-01-2021;09 ;695,2
28-01-2021;10 ;683,69
28-01-2021;11 ;681,16
28-01-2021;12 ;634,4
28-01-2021;13 ;621,77
28-01-2021;14 ;616,72
28-01-2021;15 ;601,17
28-01-2021;16 ;688,84
28-01-2021;17 ;808,73
28-01-2021;18 ;704,7
28-01-2021;19 ;617,84
28-01-2021;20 ;562,28
28-01-2021;21 ;538,35
28-01-2021;22 ;515,32
28-01-2021;23 ;459,66
29-01-2021;00 ;432,35
29-01-2021;01 ;413,42
29-01-2021;02 ;398,54
29-01-2021;03 ;392,57
29-01-2021;04 ;398,64
29-01-2021;05 ;434,88
29-01-2021;06 ;477,5
29-01-2021;07 ;658,91
29-01-2021;08 ;742,93
29-01-2021;09 ;741,81
29-01-2021;10 ;696,06
29-01-2021;11 ;643,22
29-01-2021;12 ;634,61
29-01-2021;13 ;632,69
29-01-2021;14 ;556,66
29-01-2021;15 ;525,79
29-01-2021;16 ;646,45
29-01-2021;17 ;672,67
29-01-2021;18 ;644,23
29-01-2021;19 ;601,1
29-01-2021;20 ;550,08
29-01-2021;21 ;506,45
29-01-2021;22 ;464,65
29-01-2021;23 ;433,16
30-01-2021;00 ;428,2
30-01-2021;01 ;408,58
30-01-2021;02 ;395,02
30-01-2021;03 ;384
30-01-2021;04 ;385,21
30-01-2021;05 ;398,66
30-01-2021;06 ;420,41
30-01-2021;07 ;438,52
30-01-2021;08 ;488,19
30-01-2021;09 ;583,99
30-01-2021;10 ;584,79
30-01-2021;11 ;584,49
30-01-2021;12 ;557,68
30-01-2021;13 ;511,86
30-01-2021;14 ;485,46
30-01-2021;15 ;486,06
30-01-2021;16 ;572,35
30-01-2021;17 ;612,82
30-01-2021;18 ;623,64
30-01-2021;19 ;603,1
30-01-2021;20 ;533,91
30-01-2021;21 ;475,04
30-01-2021;22 ;475,24
30-01-2021;23 ;427,9
31-01-2021;00 ;426,72
31-01-2021;01 ;415,57
31-01-2021;02 ;410,8
31-01-2021;03 ;400,56
31-01-2021;04 ;401,07
31-01-2021;05 ;411,92
31-01-2021;06 ;413,95
31-01-2021;07 ;418,71
31-01-2021;08 ;454,81
31-01-2021;09 ;498,42
31-01-2021;10 ;514,44
31-01-2021;11 ;518,6
31-01-2021;12 ;510,79
31-01-2021;13 ;470,84
31-01-2021;14 ;465,97
31-01-2021;15 ;485,95
31-01-2021;16 ;536,65
31-01-2021;17 ;653,68
31-01-2021;18 ;647,79
31-01-2021;19 ;632,28
31-01-2021;20 ;588,06
31-01-2021;21 ;520,63
31-01-2021;22 ;499,74
31-01-2021;23 ;459,99
01-02-2021;00 ;431,49
01-02-2021;01 ;415,57
01-02-2021;02 ;415,16
01-02-2021;03 ;405,83
01-02-2021;04 ;413,34
01-02-2021;05 ;489,9
01-02-2021;06 ;602,57
01-02-2021;07 ;1520,61
01-02-2021;08 ;2027,55
01-02-2021;09 ;1681,24
01-02-2021;10 ;1273,08
01-02-2021;11 ;681,26
01-02-2021;12 ;669,7
01-02-2021;13 ;672,84
01-02-2021;14 ;795,55
01-02-2021;15 ;872,92
01-02-2021;16 ;1419,91
01-02-2021;17 ;2027,55
01-02-2021;18 ;1207,06
01-02-2021;19 ;714,62
01-02-2021;20 ;631,67
01-02-2021;21 ;571,54
01-02-2021;22 ;560,28
01-02-2021;23 ;500,96
02-02-2021;00 ;468,25
02-02-2021;01 ;457,29
02-02-2021;02 ;442,47
02-02-2021;03 ;430,8
02-02-2021;04 ;446,43
02-02-2021;05 ;484,39
02-02-2021;06 ;634,01
02-02-2021;07 ;1182,56
02-02-2021;08 ;1545,44
02-02-2021;09 ;1212,3
02-02-2021;10 ;1015,88
02-02-2021;11 ;677,76
02-02-2021;12 ;649,54
02-02-2021;13 ;635,23
02-02-2021;14 ;654,01
02-02-2021;15 ;657,26
02-02-2021;16 ;801,3
02-02-2021;17 ;906,25
02-02-2021;18 ;670,05
02-02-2021;19 ;610,16
02-02-2021;20 ;519,61
02-02-2021;21 ;493,73
02-02-2021;22 ;472,41
02-02-2021;23 ;426,13
03-02-2021;00 ;392,86
03-02-2021;01 ;381,08
03-02-2021;02 ;372,96
03-02-2021;03 ;374,78
03-02-2021;04 ;392,86
03-02-2021;05 ;418,65
03-02-2021;06 ;457,34
03-02-2021;07 ;697,68
03-02-2021;08 ;861,47
03-02-2021;09 ;751,09
03-02-2021;10 ;861,87
03-02-2021;11 ;625,08
03-02-2021;12 ;608,12
03-02-2021;13 ;598,27
03-02-2021;14 ;508,41
03-02-2021;15 ;497,65
03-02-2021;16 ;558,98
03-02-2021;17 ;699,41
03-02-2021;18 ;554
03-02-2021;19 ;516,43
03-02-2021;20 ;443,83
03-02-2021;21 ;424,34
03-02-2021;22 ;407,68
03-02-2021;23 ;374,99
04-02-2021;00 ;354,18
04-02-2021;01 ;349,21
04-02-2021;02 ;343,94
04-02-2021;03 ;350,23
04-02-2021;04 ;374,65
04-02-2021;05 ;400,59
04-02-2021;06 ;489,67
04-02-2021;07 ;635,5
04-02-2021;08 ;859,96
04-02-2021;09 ;811,62
04-02-2021;10 ;859,86
04-02-2021;11 ;608,34
04-02-2021;12 ;597,8
04-02-2021;13 ;608,64
04-02-2021;14 ;641,48
04-02-2021;15 ;642,19
04-02-2021;16 ;674,51
04-02-2021;17 ;1022,92
04-02-2021;18 ;904,96
04-02-2021;19 ;684,14
04-02-2021;20 ;610,06
04-02-2021;21 ;549,46
04-02-2021;22 ;529,6
04-02-2021;23 ;468,39
05-02-2021;00 ;461,87
05-02-2021;01 ;446,06
05-02-2021;02 ;428,12
05-02-2021;03 ;417,58
05-02-2021;04 ;420,62
05-02-2021;05 ;443,33
05-02-2021;06 ;756,01
05-02-2021;07 ;1728,61
05-02-2021;08 ;2027,3
05-02-2021;09 ;1998,92
05-02-2021;10 ;1826,62
05-02-2021;11 ;706,04
05-02-2021;12 ;653,54
05-02-2021;13 ;654,75
05-02-2021;14 ;658
05-02-2021;15 ;651
05-02-2021;16 ;683,84
05-02-2021;17 ;904,29
05-02-2021;18 ;730,57
05-02-2021;19 ;596,68
05-02-2021;20 ;517,92
05-02-2021;21 ;505,66
05-02-2021;22 ;491,47
05-02-2021;23 ;441,71
06-02-2021;00 ;411,43
06-02-2021;01 ;404,15
06-02-2021;02 ;397,17
06-02-2021;03 ;390,9
06-02-2021;04 ;393,63
06-02-2021;05 ;403,64
06-02-2021;06 ;412,34
06-02-2021;07 ;423,46
06-02-2021;08 ;434,08
06-02-2021;09 ;505,89
06-02-2021;10 ;562,83
06-02-2021;11 ;537,65
06-02-2021;12 ;506,8
06-02-2021;13 ;488,6
06-02-2021;14 ;471,61
06-02-2021;15 ;473,22
06-02-2021;16 ;485,87
06-02-2021;17 ;628,37
06-02-2021;18 ;590,04
06-02-2021;19 ;484,55
06-02-2021;20 ;429,43
06-02-2021;21 ;419,62
06-02-2021;22 ;411,73
06-02-2021;23 ;400,81
07-02-2021;00 ;404,18
07-02-2021;01 ;389,84
07-02-2021;02 ;383,07
07-02-2021;03 ;373,47
07-02-2021;04 ;376,2
07-02-2021;05 ;388,12
07-02-2021;06 ;385,19
07-02-2021;07 ;390,95
07-02-2021;08 ;409,54
07-02-2021;09 ;418,53
07-02-2021;10 ;421,35
07-02-2021;11 ;422,16
07-02-2021;12 ;421,25
07-02-2021;13 ;418,22
07-02-2021;14 ;412,36
07-02-2021;15 ;413,58
07-02-2021;16 ;424,89
07-02-2021;17 ;452,17
07-02-2021;18 ;461,16
07-02-2021;19 ;445,3
07-02-2021;20 ;421,66
07-02-2021;21 ;419,84
07-02-2021;22 ;411,76
07-02-2021;23 ;392,26
08-02-2021;00 ;404,69
08-02-2021;01 ;398,22
08-02-2021;02 ;393,98
08-02-2021;03 ;396,5
08-02-2021;04 ;409,33
08-02-2021;05 ;451,05
08-02-2021;06 ;466,21
08-02-2021;07 ;678,35
08-02-2021;08 ;831,8
08-02-2021;09 ;808,26
08-02-2021;10 ;706,23
08-02-2021;11 ;656,83
08-02-2021;12 ;628,34
08-02-2021;13 ;594,4
08-02-2021;14 ;505,91
08-02-2021;15 ;568,94
08-02-2021;16 ;569,85
08-02-2021;17 ;757,65
08-02-2021;18 ;706,13
08-02-2021;19 ;637,84
08-02-2021;20 ;561,27
